Country,Year,Attack_Type,Target_Industry,Financial_Loss_Million,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_Time_Hours,Resolution_Speed,Severity_Level,Attack_Impact_Score,Cyber_Risk_Score,Damage_Category,User_Impact_Category,Year_Group,Defense_Effectiveness
Australia,2020,DDoS,Healthcare,91.45,471113,"Hacker Group","Unpatched Software","AI-based Detection",71,Slow,Critical,61.34,52.66,"Extreme Loss",Medium,2018-2020,"Needs Improvement"
Germany,2015,Man-in-the-Middle,Retail,63.65,311253,Nation-state,"Weak Passwords","AI-based Detection",36,Moderate,High,39.96,33.91,"Major Loss",Medium,2015-2017,"Moderately Effective"
Brazil,2023,DDoS,IT,84.19,390409,Insider,Zero-day,"AI-based Detection",31,Moderate,Critical,49.47,41.44,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
China,2015,"SQL Injection",IT,28.35,604786,Unknown,Zero-day,VPN,34,Moderate,Medium,22.79,20.56,"Moderate Loss",High,2015-2017,"Moderately Effective"
China,2024,"SQL Injection",Government,84.23,568377,Unknown,"Social Engineering",Antivirus,38,Slow,Critical,51.42,43.57,"Extreme Loss",High,2021-2024,"Moderately Effective"
Russia,2020,"SQL Injection",Telecommunications,29.89,267678,Insider,Zero-day,"AI-based Detection",13,Moderate,Medium,18.35,15.63,"Moderate Loss",Medium,2018-2020,"Highly Effective"
Australia,2020,Malware,Education,5.95,592485,Insider,"Weak Passwords",Firewall,10,Fast,Low,6.75,6.75,"Minor Loss",High,2018-2020,"Highly Effective"
USA,2018,DDoS,Government,84.85,639011,Insider,"Weak Passwords",Firewall,26,Moderate,Critical,49.54,41.70,"Extreme Loss",High,2018-2020,"Moderately Effective"
China,2023,Man-in-the-Middle,Telecommunications,28.82,446243,Unknown,Zero-day,Firewall,66,Slow,Medium,28.95,26.51,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
Germany,2016,DDoS,Government,22.48,10438,Nation-state,"Unpatched Software",Encryption,10,Fast,Low,13.27,11.03,"Minor Loss",Low,2015-2017,"Highly Effective"
Brazil,2023,"SQL Injection",IT,97.37,796195,Nation-state,"Social Engineering",Firewall,20,Moderate,Critical,55.07,46.13,"Extreme Loss",High,2021-2024,"Highly Effective"
Australia,2020,"SQL Injection",Telecommunications,53.32,55392,Unknown,Zero-day,VPN,44,Slow,High,35.63,30.35,"Major Loss",Low,2018-2020,"Moderately Effective"
Germany,2016,DDoS,IT,63.11,579291,"Hacker Group","Unpatched Software",Encryption,6,Fast,High,34.49,28.76,"Major Loss",High,2015-2017,"Highly Effective"
Germany,2023,Malware,Banking,70.19,791366,Unknown,"Unpatched Software",Firewall,61,Slow,High,49.67,43.44,"Major Loss",High,2021-2024,"Needs Improvement"
France,2022,Malware,IT,92.29,727826,Unknown,"Weak Passwords",Encryption,63,Slow,Critical,60.93,52.43,"Extreme Loss",High,2021-2024,"Needs Improvement"
Russia,2023,Malware,IT,98.07,608695,Nation-state,"Unpatched Software","AI-based Detection",31,Moderate,Critical,57.06,47.86,"Extreme Loss",High,2021-2024,"Moderately Effective"
Australia,2019,"SQL Injection",Retail,13.96,496667,Unknown,Zero-day,Antivirus,45,Slow,Low,17.47,16.57,"Minor Loss",Medium,2018-2020,"Moderately Effective"
Japan,2024,Malware,Retail,56.90,353887,Unknown,"Weak Passwords",Antivirus,59,Slow,High,41.31,35.98,"Major Loss",Medium,2021-2024,"Needs Improvement"
China,2019,Ransomware,Banking,32.69,713584,Insider,"Weak Passwords",Firewall,26,Moderate,Medium,23.69,21.13,"Moderate Loss",High,2018-2020,"Moderately Effective"
India,2017,DDoS,IT,70.09,417831,Unknown,"Unpatched Software",Encryption,36,Moderate,High,43.50,36.91,"Major Loss",Medium,2015-2017,"Moderately Effective"
USA,2019,Ransomware,Banking,22.62,51219,Unknown,Zero-day,Encryption,36,Moderate,Low,18.66,16.45,"Minor Loss",Low,2018-2020,"Moderately Effective"
UK,2017,Ransomware,Retail,47.91,153257,Insider,Zero-day,Encryption,59,Slow,Medium,36.21,31.58,"Moderate Loss",Low,2015-2017,"Needs Improvement"
Russia,2017,Phishing,Retail,20.58,768022,Unknown,Zero-day,VPN,64,Slow,Low,25.39,24.10,"Minor Loss",High,2015-2017,"Needs Improvement"
France,2024,Phishing,Banking,26.29,314347,"Hacker Group","Unpatched Software",Antivirus,28,Moderate,Medium,19.69,17.37,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
Germany,2020,Phishing,IT,33.51,649406,Insider,"Social Engineering",Firewall,27,Moderate,Medium,24.10,21.40,"Moderate Loss",High,2018-2020,"Moderately Effective"
Japan,2023,Phishing,Education,68.28,744595,Insider,Zero-day,Antivirus,44,Slow,High,45.17,39.09,"Major Loss",High,2021-2024,"Moderately Effective"
Brazil,2021,DDoS,Banking,14.72,126781,Insider,"Weak Passwords",Antivirus,32,Moderate,Low,14.14,12.80,"Minor Loss",Low,2021-2024,"Moderately Effective"
France,2015,Phishing,Retail,44.29,427167,Insider,"Unpatched Software",Encryption,11,Fast,Medium,25.63,21.62,"Moderate Loss",Medium,2015-2017,"Highly Effective"
Australia,2023,Ransomware,Retail,41.54,396865,Insider,"Social Engineering","AI-based Detection",42,Slow,Medium,30.36,26.60,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
UK,2019,Phishing,Telecommunications,90.67,902952,Unknown,"Weak Passwords",Encryption,8,Fast,Critical,49.64,41.48,"Extreme Loss",Massive,2018-2020,"Highly Effective"
USA,2023,Ransomware,IT,34.94,632075,Insider,"Social Engineering",Encryption,64,Slow,Medium,32.17,29.30,"Moderate Loss",High,2021-2024,"Needs Improvement"
France,2017,"SQL Injection",Healthcare,83.73,728486,Nation-state,"Social Engineering",Encryption,61,Slow,Critical,56.25,48.61,"Extreme Loss",High,2015-2017,"Needs Improvement"
Australia,2018,DDoS,Education,64.62,109439,Insider,Zero-day,Antivirus,32,Moderate,High,39.04,32.69,"Major Loss",Low,2018-2020,"Moderately Effective"
India,2018,Malware,Education,86.38,1174,Insider,"Weak Passwords",VPN,23,Moderate,Critical,47.79,39.16,"Extreme Loss",Low,2018-2020,"Highly Effective"
Russia,2024,Phishing,Education,25.70,953987,Insider,"Social Engineering","AI-based Detection",65,Slow,Medium,28.71,27.10,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
Brazil,2021,DDoS,Government,56.20,713309,"Hacker Group",Zero-day,Antivirus,51,Slow,High,40.44,35.53,"Major Loss",High,2021-2024,"Needs Improvement"
Russia,2021,DDoS,Healthcare,11.38,334528,Insider,"Weak Passwords",VPN,5,Fast,Low,7.69,6.89,"Minor Loss",Medium,2021-2024,"Highly Effective"
USA,2016,Phishing,IT,92.53,219826,Nation-state,"Social Engineering",Antivirus,38,Slow,Critical,54.52,45.49,"Extreme Loss",Medium,2015-2017,"Moderately Effective"
USA,2015,"SQL Injection",Telecommunications,88.60,916744,Nation-state,"Social Engineering",Antivirus,47,Slow,Critical,56.45,48.51,"Extreme Loss",Massive,2015-2017,"Moderately Effective"
USA,2017,Man-in-the-Middle,IT,30.40,568560,"Hacker Group",Zero-day,"AI-based Detection",49,Slow,Medium,26.71,24.23,"Moderate Loss",High,2015-2017,"Needs Improvement"
UK,2019,Malware,Education,90.70,440178,Insider,"Unpatched Software",VPN,15,Moderate,Critical,49.67,41.04,"Extreme Loss",Medium,2018-2020,"Highly Effective"
Japan,2023,"SQL Injection",Healthcare,45.38,172628,Insider,"Weak Passwords",Encryption,4,Fast,Medium,24.01,19.64,"Moderate Loss",Low,2021-2024,"Highly Effective"
USA,2022,Ransomware,Government,71.33,257989,Unknown,"Unpatched Software","AI-based Detection",68,Slow,High,50.04,43.16,"Major Loss",Medium,2021-2024,"Needs Improvement"
Japan,2021,Phishing,Healthcare,9.42,573560,"Hacker Group","Social Engineering",Antivirus,9,Fast,Low,8.23,7.86,"Minor Loss",High,2021-2024,"Highly Effective"
Brazil,2018,Malware,Education,5.27,850056,"Hacker Group","Weak Passwords",VPN,65,Slow,Low,18.19,18.51,"Minor Loss",Massive,2018-2020,"Needs Improvement"
Australia,2018,DDoS,Retail,41.59,860119,Nation-state,"Unpatched Software",Encryption,30,Moderate,Medium,29.38,26.08,"Moderate Loss",Massive,2018-2020,"Moderately Effective"
USA,2015,"SQL Injection",Education,98.78,140958,Insider,"Social Engineering","AI-based Detection",51,Slow,Critical,60.01,50.28,"Extreme Loss",Low,2015-2017,"Needs Improvement"
China,2015,DDoS,Telecommunications,61.24,965727,Nation-state,Zero-day,"AI-based Detection",32,Moderate,High,39.92,34.76,"Major Loss",Massive,2015-2017,"Moderately Effective"
Russia,2015,Malware,Telecommunications,69.34,20269,Unknown,"Social Engineering",VPN,36,Moderate,High,41.93,35.02,"Major Loss",Low,2015-2017,"Moderately Effective"
Germany,2015,DDoS,Retail,7.84,323011,Nation-state,"Social Engineering",Encryption,25,Moderate,Low,9.89,9.43,"Minor Loss",Medium,2015-2017,"Moderately Effective"
USA,2016,Ransomware,Retail,57.17,50321,Nation-state,"Social Engineering",Antivirus,25,Moderate,High,33.74,28.07,"Major Loss",Low,2015-2017,"Moderately Effective"
Russia,2020,DDoS,Banking,33.99,851863,Insider,"Weak Passwords",Firewall,25,Moderate,Medium,24.55,22.00,"Moderate Loss",Massive,2018-2020,"Moderately Effective"
China,2024,DDoS,IT,22.45,704925,Unknown,"Unpatched Software","AI-based Detection",52,Slow,Low,23.74,22.20,"Minor Loss",High,2021-2024,"Needs Improvement"
France,2018,Ransomware,Banking,27.78,355077,Nation-state,"Unpatched Software",VPN,65,Slow,Medium,27.96,25.53,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
Australia,2022,Malware,Education,47.12,866057,Unknown,"Social Engineering",Antivirus,17,Moderate,Medium,29.56,25.71,"Moderate Loss",Massive,2021-2024,"Highly Effective"
Germany,2016,"SQL Injection",Telecommunications,48.77,169455,Insider,Zero-day,Antivirus,23,Moderate,Medium,29.49,24.79,"Moderate Loss",Low,2015-2017,"Highly Effective"
India,2023,"SQL Injection",IT,92.35,380022,Unknown,"Unpatched Software",Encryption,30,Moderate,Critical,53.32,44.46,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
USA,2019,"SQL Injection",Retail,88.98,898679,Insider,Zero-day,Firewall,35,Moderate,Critical,54.19,46.19,"Extreme Loss",Massive,2018-2020,"Moderately Effective"
Japan,2020,Ransomware,IT,61.69,704157,Unknown,Zero-day,Antivirus,42,Slow,High,41.36,35.89,"Major Loss",High,2018-2020,"Moderately Effective"
Russia,2022,Malware,Telecommunications,84.57,262201,Nation-state,"Weak Passwords",Encryption,54,Slow,Critical,53.87,45.68,"Extreme Loss",Medium,2021-2024,"Needs Improvement"
Brazil,2021,DDoS,Telecommunications,67.87,683261,"Hacker Group","Unpatched Software",Antivirus,13,Moderate,High,38.58,32.48,"Major Loss",High,2021-2024,"Highly Effective"
USA,2022,Phishing,IT,59.70,382379,Nation-state,"Unpatched Software",Firewall,2,Fast,High,31.40,25.81,"Major Loss",Medium,2021-2024,"Highly Effective"
Germany,2024,Phishing,Government,90.21,510657,Nation-state,"Social Engineering",VPN,62,Slow,Critical,59.04,50.53,"Extreme Loss",High,2021-2024,"Needs Improvement"
UK,2018,"SQL Injection",Education,16.23,912558,Nation-state,"Unpatched Software",Antivirus,69,Slow,Low,24.65,23.94,"Minor Loss",Massive,2018-2020,"Needs Improvement"
UK,2020,Ransomware,Banking,16.91,952504,"Hacker Group",Zero-day,"AI-based Detection",45,Slow,Low,20.31,19.57,"Minor Loss",Massive,2018-2020,"Moderately Effective"
France,2015,Phishing,Government,41.88,913027,Insider,"Unpatched Software",Antivirus,68,Slow,Medium,37.28,34.00,"Moderate Loss",Massive,2015-2017,"Needs Improvement"
Brazil,2019,Malware,Government,31.04,269271,Insider,"Unpatched Software",Antivirus,58,Slow,Medium,27.93,25.09,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
India,2016,Ransomware,Healthcare,37.12,113404,"Hacker Group","Social Engineering",Antivirus,11,Fast,Medium,21.10,17.50,"Moderate Loss",Low,2015-2017,"Highly Effective"
Russia,2023,DDoS,Healthcare,46.20,310868,"Hacker Group","Weak Passwords",Antivirus,10,Fast,Medium,26.03,21.72,"Moderate Loss",Medium,2021-2024,"Highly Effective"
Japan,2024,Man-in-the-Middle,Telecommunications,98.30,458630,Insider,"Social Engineering",Antivirus,14,Moderate,Critical,53.33,43.95,"Extreme Loss",Medium,2021-2024,"Highly Effective"
USA,2024,Ransomware,IT,16.61,912183,Unknown,"Weak Passwords",Encryption,44,Slow,Low,19.84,19.09,"Minor Loss",Massive,2021-2024,"Moderately Effective"
Brazil,2017,Man-in-the-Middle,IT,71.06,871891,Unknown,"Social Engineering",Antivirus,52,Slow,High,48.55,42.31,"Major Loss",Massive,2015-2017,"Needs Improvement"
USA,2016,"SQL Injection",Government,14.17,863298,Nation-state,"Unpatched Software",VPN,15,Moderate,Low,12.67,12.12,"Minor Loss",Massive,2015-2017,"Highly Effective"
Australia,2018,Malware,Healthcare,82.65,434626,Unknown,"Social Engineering","AI-based Detection",29,Moderate,Critical,48.43,40.60,"Extreme Loss",Medium,2018-2020,"Moderately Effective"
Australia,2018,Ransomware,IT,78.27,195490,Unknown,Zero-day,Antivirus,63,Slow,Critical,52.32,44.69,"Major Loss",Low,2018-2020,"Needs Improvement"
UK,2022,Ransomware,Retail,10.44,19404,Nation-state,"Unpatched Software",Firewall,32,Moderate,Low,11.68,10.65,"Minor Loss",Low,2021-2024,"Moderately Effective"
Russia,2019,Ransomware,Healthcare,21.95,217438,"Hacker Group","Social Engineering",Firewall,14,Moderate,Low,14.43,12.45,"Minor Loss",Medium,2018-2020,"Highly Effective"
India,2018,Malware,Healthcare,30.83,481452,Unknown,"Weak Passwords","AI-based Detection",57,Slow,Medium,28.26,25.66,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
UK,2020,"SQL Injection",Education,35.57,386093,Unknown,"Unpatched Software",VPN,42,Slow,Medium,27.34,24.17,"Moderate Loss",Medium,2018-2020,"Moderately Effective"
France,2019,Man-in-the-Middle,Banking,28.29,929020,Nation-state,"Weak Passwords",Antivirus,2,Fast,Medium,17.33,15.43,"Moderate Loss",Massive,2018-2020,"Highly Effective"
USA,2022,Malware,IT,4.06,863756,Nation-state,"Unpatched Software","AI-based Detection",66,Slow,Low,17.82,18.28,"Minor Loss",Massive,2021-2024,"Needs Improvement"
China,2018,Ransomware,Telecommunications,58.28,300898,Nation-state,"Unpatched Software",Encryption,18,Moderate,High,33.64,28.12,"Major Loss",Medium,2018-2020,"Highly Effective"
Japan,2017,"SQL Injection",Healthcare,7.31,191328,Insider,"Weak Passwords",Encryption,51,Slow,Low,14.43,13.89,"Minor Loss",Low,2015-2017,"Needs Improvement"
Germany,2021,Man-in-the-Middle,Banking,37.69,361849,"Hacker Group",Zero-day,Firewall,63,Slow,Medium,32.53,29.12,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
Brazil,2016,Phishing,Retail,27.99,30884,Nation-state,"Unpatched Software",Antivirus,26,Moderate,Medium,19.29,16.52,"Moderate Loss",Low,2015-2017,"Moderately Effective"
Brazil,2024,Ransomware,IT,71.55,902924,Unknown,"Social Engineering",Encryption,12,Fast,High,40.88,34.63,"Major Loss",Massive,2021-2024,"Highly Effective"
Brazil,2024,Man-in-the-Middle,Telecommunications,27.13,943178,Nation-state,"Weak Passwords",VPN,63,Slow,Medium,28.99,27.22,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
Australia,2021,"SQL Injection",Telecommunications,10.28,994468,Insider,"Unpatched Software",Antivirus,8,Fast,Low,9.72,9.69,"Minor Loss",Massive,2021-2024,"Highly Effective"
China,2022,Phishing,Retail,31.35,131361,Insider,"Weak Passwords",Firewall,39,Slow,Medium,23.87,20.87,"Moderate Loss",Low,2021-2024,"Moderately Effective"
China,2023,Malware,Telecommunications,80.10,237658,Unknown,Zero-day,Antivirus,26,Moderate,Critical,45.96,38.19,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
USA,2017,Ransomware,Banking,42.19,157313,"Hacker Group","Unpatched Software",Antivirus,47,Slow,Medium,30.97,26.91,"Moderate Loss",Low,2015-2017,"Moderately Effective"
UK,2021,Man-in-the-Middle,Education,40.98,414340,Insider,"Unpatched Software","AI-based Detection",10,Fast,Medium,23.73,20.05,"Moderate Loss",Medium,2021-2024,"Highly Effective"
France,2020,DDoS,Healthcare,58.80,153523,Insider,"Social Engineering",Encryption,22,Moderate,High,34.26,28.53,"Major Loss",Low,2018-2020,"Highly Effective"
UK,2019,Phishing,IT,3.33,232665,Unknown,"Social Engineering","AI-based Detection",65,Slow,Low,15.36,15.26,"Minor Loss",Medium,2018-2020,"Needs Improvement"
Germany,2022,Phishing,Government,58.98,383945,Nation-state,Zero-day,Encryption,49,Slow,High,40.44,34.93,"Major Loss",Medium,2021-2024,"Needs Improvement"
Brazil,2023,Ransomware,Government,4.60,762006,Unknown,"Weak Passwords",Antivirus,21,Moderate,Low,8.79,9.09,"Minor Loss",High,2021-2024,"Highly Effective"
Germany,2019,"SQL Injection",Government,96.91,408103,Nation-state,"Unpatched Software",Firewall,27,Moderate,Critical,55.08,45.80,"Extreme Loss",Medium,2018-2020,"Moderately Effective"
France,2022,Phishing,Healthcare,85.91,44837,Unknown,Zero-day,"AI-based Detection",18,Moderate,Critical,46.69,38.14,"Extreme Loss",Low,2021-2024,"Highly Effective"
Germany,2023,DDoS,Telecommunications,51.49,642699,Unknown,"Social Engineering",Firewall,51,Slow,High,37.87,33.37,"Major Loss",High,2021-2024,"Needs Improvement"
UK,2021,Ransomware,Telecommunications,3.99,634820,Insider,"Unpatched Software",Encryption,33,Moderate,Low,10.50,10.74,"Minor Loss",High,2021-2024,"Moderately Effective"
France,2021,Malware,Retail,3.44,887718,Insider,Zero-day,Antivirus,55,Slow,Low,15.38,15.93,"Minor Loss",Massive,2021-2024,"Needs Improvement"
USA,2020,DDoS,Education,52.70,541631,Unknown,Zero-day,"AI-based Detection",30,Moderate,High,33.97,29.25,"Major Loss",High,2018-2020,"Moderately Effective"
USA,2016,Ransomware,Retail,11.58,523522,Unknown,"Weak Passwords",Encryption,57,Slow,Low,18.76,18.13,"Minor Loss",High,2015-2017,"Needs Improvement"
Russia,2021,DDoS,Government,91.69,686309,Unknown,"Unpatched Software",Antivirus,42,Slow,Critical,56.30,47.82,"Extreme Loss",High,2021-2024,"Moderately Effective"
India,2015,Man-in-the-Middle,Education,79.89,416328,Nation-state,Zero-day,Encryption,55,Slow,Critical,52.19,44.62,"Major Loss",Medium,2015-2017,"Needs Improvement"
India,2021,Man-in-the-Middle,IT,53.49,582718,"Hacker Group","Social Engineering",Encryption,20,Moderate,High,32.49,27.73,"Major Loss",High,2021-2024,"Highly Effective"
Japan,2021,Man-in-the-Middle,Telecommunications,18.91,549640,Nation-state,"Social Engineering",Encryption,17,Moderate,Low,14.50,13.16,"Minor Loss",High,2021-2024,"Highly Effective"
USA,2024,DDoS,Retail,15.34,1068,Insider,"Social Engineering",Firewall,3,Fast,Low,8.27,6.74,"Minor Loss",Low,2021-2024,"Highly Effective"
France,2018,DDoS,Telecommunications,12.72,959835,Unknown,Zero-day,Firewall,38,Slow,Low,16.84,16.53,"Minor Loss",Massive,2018-2020,"Moderately Effective"
USA,2024,Ransomware,Retail,46.59,227390,Insider,"Weak Passwords","AI-based Detection",40,Slow,Medium,31.98,27.55,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
France,2021,"SQL Injection",Banking,62.90,577763,Insider,Zero-day,"AI-based Detection",43,Slow,High,41.78,36.07,"Major Loss",High,2021-2024,"Moderately Effective"
Japan,2018,"SQL Injection",Healthcare,85.33,786644,Nation-state,"Unpatched Software",Antivirus,41,Slow,Critical,53.22,45.48,"Extreme Loss",High,2018-2020,"Moderately Effective"
China,2016,Malware,Healthcare,85.15,454802,Insider,"Unpatched Software",Antivirus,48,Slow,Critical,53.54,45.48,"Extreme Loss",Medium,2015-2017,"Moderately Effective"
China,2024,DDoS,Healthcare,53.53,371685,Unknown,"Social Engineering",VPN,34,Moderate,High,34.68,29.70,"Major Loss",Medium,2021-2024,"Moderately Effective"
India,2023,Ransomware,Retail,4.32,217534,Unknown,"Unpatched Software",VPN,48,Slow,Low,12.41,12.20,"Minor Loss",Medium,2021-2024,"Moderately Effective"
Australia,2024,Man-in-the-Middle,Telecommunications,31.68,376612,Nation-state,"Unpatched Software",VPN,27,Moderate,Medium,22.37,19.58,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
UK,2020,Phishing,Banking,84.77,812206,"Hacker Group","Unpatched Software",Encryption,39,Slow,Critical,52.62,44.96,"Extreme Loss",Massive,2018-2020,"Moderately Effective"
Australia,2021,Man-in-the-Middle,Banking,82.87,255967,Unknown,"Social Engineering",VPN,23,Moderate,Critical,46.80,38.77,"Extreme Loss",Medium,2021-2024,"Highly Effective"
USA,2023,DDoS,Healthcare,5.32,463332,Unknown,"Weak Passwords",Encryption,16,Moderate,Low,7.25,7.18,"Minor Loss",Medium,2021-2024,"Highly Effective"
Australia,2023,DDoS,IT,31.48,771547,"Hacker Group",Zero-day,Antivirus,5,Fast,Medium,19.05,16.68,"Moderate Loss",High,2021-2024,"Highly Effective"
UK,2020,DDoS,Retail,86.00,809209,Unknown,"Social Engineering",Encryption,26,Moderate,Critical,50.63,42.84,"Extreme Loss",Massive,2018-2020,"Moderately Effective"
India,2024,DDoS,Retail,35.47,342575,Insider,"Social Engineering",Firewall,49,Slow,Medium,28.56,25.36,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
Japan,2024,Phishing,Retail,94.75,478963,Insider,Zero-day,VPN,70,Slow,Critical,62.81,53.82,"Extreme Loss",Medium,2021-2024,"Needs Improvement"
USA,2017,"SQL Injection",Banking,39.59,910393,Unknown,"Weak Passwords",Antivirus,52,Slow,Medium,32.93,29.88,"Moderate Loss",Massive,2015-2017,"Needs Improvement"
Australia,2024,Phishing,Banking,70.52,601198,Insider,Zero-day,Encryption,41,Slow,High,45.26,38.81,"Major Loss",High,2021-2024,"Moderately Effective"
UK,2018,Ransomware,Government,6.60,152302,"Hacker Group","Social Engineering","AI-based Detection",26,Moderate,Low,8.96,8.45,"Minor Loss",Low,2018-2020,"Moderately Effective"
USA,2016,"SQL Injection",Healthcare,25.85,79102,Nation-state,Zero-day,"AI-based Detection",4,Fast,Medium,13.96,11.46,"Moderate Loss",Low,2015-2017,"Highly Effective"
India,2017,Ransomware,Retail,80.93,837506,Nation-state,Zero-day,Antivirus,8,Fast,Critical,44.58,37.32,"Extreme Loss",Massive,2015-2017,"Highly Effective"
Germany,2018,Malware,Banking,63.81,347441,"Hacker Group","Social Engineering",Firewall,58,Slow,High,44.55,38.51,"Major Loss",Medium,2018-2020,"Needs Improvement"
USA,2021,Ransomware,Telecommunications,3.63,231198,Insider,"Unpatched Software",Encryption,42,Slow,Low,10.91,10.78,"Minor Loss",Medium,2021-2024,"Moderately Effective"
Brazil,2016,DDoS,Government,80.09,555275,Unknown,"Social Engineering",Antivirus,71,Slow,Critical,55.91,48.46,"Extreme Loss",High,2015-2017,"Needs Improvement"
UK,2016,"SQL Injection",Retail,24.51,46699,Unknown,Zero-day,Antivirus,53,Slow,Low,23.00,20.59,"Minor Loss",Low,2015-2017,"Needs Improvement"
UK,2024,Man-in-the-Middle,IT,56.23,706469,Unknown,"Unpatched Software",Encryption,17,Moderate,High,33.63,28.72,"Major Loss",High,2021-2024,"Highly Effective"
China,2018,Ransomware,IT,43.73,311165,Unknown,"Social Engineering","AI-based Detection",34,Moderate,Medium,29.60,25.54,"Moderate Loss",Medium,2018-2020,"Moderately Effective"
France,2019,"SQL Injection",Government,85.13,304257,Nation-state,"Weak Passwords",Antivirus,20,Moderate,Critical,47.48,39.27,"Extreme Loss",Medium,2018-2020,"Highly Effective"
Brazil,2017,"SQL Injection",Telecommunications,24.05,446378,Insider,"Unpatched Software",Antivirus,59,Slow,Low,25.16,23.21,"Minor Loss",Medium,2015-2017,"Needs Improvement"
China,2021,Ransomware,Healthcare,32.72,994243,"Hacker Group","Social Engineering",Firewall,54,Slow,Medium,30.14,27.86,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
UK,2015,Phishing,Healthcare,81.75,98634,Unknown,"Social Engineering",VPN,5,Fast,Critical,42.17,34.09,"Extreme Loss",Low,2015-2017,"Highly Effective"
USA,2018,Phishing,Telecommunications,42.46,93999,Nation-state,"Social Engineering",Encryption,65,Slow,Medium,34.51,30.36,"Moderate Loss",Low,2018-2020,"Needs Improvement"
France,2017,"SQL Injection",Education,14.54,171095,"Hacker Group",Zero-day,"AI-based Detection",63,Slow,Low,20.38,19.10,"Minor Loss",Low,2015-2017,"Needs Improvement"
USA,2015,Man-in-the-Middle,IT,38.92,820182,Nation-state,"Weak Passwords",Antivirus,16,Moderate,Medium,25.12,22.05,"Moderate Loss",Massive,2015-2017,"Highly Effective"
Germany,2018,"SQL Injection",Telecommunications,4.20,164890,Insider,"Weak Passwords",Encryption,61,Slow,Low,14.79,14.54,"Minor Loss",Low,2018-2020,"Needs Improvement"
China,2015,"SQL Injection",Telecommunications,75.91,605020,Insider,"Unpatched Software",Antivirus,43,Slow,Critical,48.37,41.38,"Major Loss",High,2015-2017,"Moderately Effective"
Australia,2024,Ransomware,Education,44.95,500747,Insider,"Unpatched Software","AI-based Detection",58,Slow,Medium,35.58,31.58,"Moderate Loss",High,2021-2024,"Needs Improvement"
Japan,2020,Man-in-the-Middle,IT,35.79,854904,Insider,"Weak Passwords",Firewall,12,Fast,Medium,22.86,20.14,"Moderate Loss",Massive,2018-2020,"Highly Effective"
China,2020,"SQL Injection",Healthcare,62.44,55719,Unknown,"Unpatched Software",Firewall,71,Slow,High,45.59,39.40,"Major Loss",Low,2018-2020,"Needs Improvement"
Brazil,2015,Phishing,Retail,19.93,355008,"Hacker Group","Unpatched Software",Antivirus,31,Moderate,Low,17.23,15.59,"Minor Loss",Medium,2015-2017,"Moderately Effective"
UK,2019,Phishing,IT,75.31,428615,Unknown,"Social Engineering","AI-based Detection",66,Slow,Critical,52.14,45.04,"Major Loss",Medium,2018-2020,"Needs Improvement"
Australia,2015,Phishing,Healthcare,76.40,108767,Nation-state,"Unpatched Software",VPN,48,Slow,Critical,48.13,40.60,"Major Loss",Low,2015-2017,"Moderately Effective"
India,2020,Man-in-the-Middle,IT,28.69,939469,Insider,"Unpatched Software",Encryption,45,Slow,Medium,26.16,24.23,"Moderate Loss",Massive,2018-2020,"Moderately Effective"
UK,2019,Man-in-the-Middle,Government,23.93,325827,Nation-state,Zero-day,Antivirus,39,Slow,Low,20.74,18.68,"Minor Loss",Medium,2018-2020,"Moderately Effective"
UK,2017,Man-in-the-Middle,Education,30.44,996762,"Hacker Group","Social Engineering","AI-based Detection",27,Moderate,Medium,23.61,21.56,"Moderate Loss",Massive,2015-2017,"Moderately Effective"
Japan,2017,Phishing,IT,5.14,319868,"Hacker Group","Unpatched Software",VPN,52,Slow,Low,13.93,13.74,"Minor Loss",Medium,2015-2017,"Needs Improvement"
Brazil,2018,Man-in-the-Middle,Banking,1.01,66191,"Hacker Group","Weak Passwords","AI-based Detection",71,Slow,Low,14.90,14.87,"Minor Loss",Low,2018-2020,"Needs Improvement"
India,2023,Ransomware,IT,18.53,925373,Insider,Zero-day,"AI-based Detection",4,Fast,Low,12.84,11.91,"Minor Loss",Massive,2021-2024,"Highly Effective"
India,2015,Malware,Telecommunications,1.52,913114,Insider,"Unpatched Software",VPN,15,Moderate,Low,6.50,7.26,"Minor Loss",Massive,2015-2017,"Highly Effective"
